,CustomerID,Age,TransactionCount,Recency,AverageAmount,TotalAmount,Segment
44632,C7940956,26,1,206,255.0,255.0,Hibernating Customers
44633,C7941017,32,1,135,133.53,133.53,Other
44634,C7941020,25,1,124,12.0,12.0,New Customers
44635,C7941024,35,1,126,973.17,973.17,Other
44636,C7941238,35,1,101,53.0,53.0,New Customers
44637,C7941243,31,1,85,574.0,574.0,Other
44638,C7941366,30,1,298,30.0,30.0,Hibernating Customers
44639,C7941471,24,2,109,100.0,200.0,Other
44640,C7941492,42,1,136,170.0,170.0,Other
44641,C7941560,26,1,108,31.0,31.0,New Customers
44642,C7941579,24,1,136,114.0,114.0,Other
44643,C7941622,39,1,84,250.0,250.0,Other
44644,C7941642,31,1,123,20.0,20.0,New Customers
44645,C7941665,32,1,145,500.0,500.0,Big Spenders
44646,C7941668,30,1,126,680.0,680.0,Other
44647,C7941728,29,1,268,167.0,167.0,Hibernating Customers
44648,C7941778,39,1,126,728.0,728.0,Other
44649,C7941828,22,1,138,100.0,100.0,Other
44650,C7941851,32,1,327,17.0,17.0,Hibernating Customers
44651,C7941853,29,1,53,100.0,100.0,New Customers
44652,C7941867,38,1,267,199.0,199.0,Hibernating Customers
44653,C7941914,23,1,135,50.0,50.0,Other
44654,C7941916,31,1,85,400.0,400.0,Other
44655,C7942111,24,1,114,96.0,96.0,New Customers
44656,C7942157,25,1,24,110.0,110.0,New Customers
44657,C7942219,23,1,98,351.0,351.0,Other
44658,C7942364,32,1,126,300.0,300.0,Other
44659,C7942366,32,1,24,200.0,200.0,Other
44660,C7942466,40,1,327,750.0,750.0,Big Spenders
44661,C7942511,38,1,207,738.0,738.0,Big Spenders
44662,C7942517,39,1,108,700.0,700.0,Other
44663,C7942531,40,1,54,306.3,306.3,Other
44664,C7942544,26,1,140,10.0,10.0,Hibernating Customers
44665,C7942951,19,1,207,500.0,500.0,Big Spenders
44666,C7942959,32,1,176,100.0,100.0,Hibernating Customers
44667,C7943182,20,1,53,105.0,105.0,New Customers
44668,C7944421,24,1,23,195.0,195.0,Other
44669,C7945151,31,1,114,327.0,327.0,Other
44670,C7946668,26,1,128,876.8,876.8,Other
44671,C7947284,27,1,141,326.0,326.0,Big Spenders
44672,C7948143,35,1,130,100.0,100.0,Other
44673,C7949456,28,1,137,599.0,599.0,Other
44674,C7949726,25,1,131,147.0,147.0,Other
44675,C7950573,32,1,207,818.0,818.0,Big Spenders
44676,C7950925,23,1,131,559.0,559.0,Other
44677,C7951474,27,1,110,50.0,50.0,New Customers
44678,C7951975,29,1,131,60.0,60.0,Other
44679,C7952370,23,1,237,21.0,21.0,Hibernating Customers
44680,C7952837,38,1,54,257.0,257.0,Other
44681,C7952854,37,1,137,200.0,200.0,Other
44682,C7953581,33,1,24,900.0,900.0,Other
44683,C7954131,31,1,125,41.45,41.45,New Customers
44684,C7954646,28,1,133,260.0,260.0,Other
44685,C7955128,42,1,128,759.2,759.2,Other
44686,C7955271,21,1,177,60.0,60.0,Hibernating Customers
44687,C7956176,33,1,105,20.0,20.0,New Customers
44688,C7956377,25,1,108,91.0,91.0,New Customers
44689,C7956543,41,1,267,100.0,100.0,Hibernating Customers
44690,C7956879,36,1,109,500.0,500.0,Other
44691,C7956943,28,1,146,500.0,500.0,Big Spenders
44692,C7956983,28,1,359,300.0,300.0,Big Spenders
44693,C7957214,30,1,54,31.99,31.99,New Customers
44694,C7957347,23,1,23,8.17,8.17,New Customers
44695,C7958453,25,1,130,22.0,22.0,Other
44696,C7958681,26,1,177,480.85,480.85,Big Spenders
44697,C7959351,24,1,299,310.0,310.0,Big Spenders
44698,C7959579,29,1,141,111.5,111.5,Hibernating Customers
44699,C7959581,36,1,125,500.0,500.0,Other
44700,C7960131,28,1,268,462.0,462.0,Big Spenders
44701,C7961229,31,1,176,599.0,599.0,Big Spenders
44702,C7961262,29,1,298,10.0,10.0,Hibernating Customers
44703,C7961919,25,1,267,494.0,494.0,Big Spenders
44704,C7962128,28,1,110,500.0,500.0,Other
44705,C7962340,35,1,176,160.0,160.0,Hibernating Customers
44706,C7962959,27,1,137,478.0,478.0,Other
44707,C7963532,30,1,140,200.0,200.0,Hibernating Customers
44708,C7964269,41,1,108,200.0,200.0,Other
44709,C7964717,25,1,132,495.0,495.0,Other
44710,C7965163,27,1,177,80.0,80.0,Hibernating Customers
44711,C7965485,33,1,129,435.0,435.0,Other
44712,C7966972,25,1,84,260.0,260.0,Other
44713,C7968056,24,1,238,90.0,90.0,Hibernating Customers
44714,C7968340,28,1,140,720.0,720.0,Big Spenders
44715,C7969022,28,1,126,291.0,291.0,Other
44716,C7969441,23,1,328,875.0,875.0,Big Spenders
44717,C7969937,29,1,327,550.0,550.0,Big Spenders
44718,C7970174,24,1,140,193.0,193.0,Hibernating Customers
44719,C7971164,23,1,123,104.0,104.0,New Customers
44720,C7972047,26,1,126,99.0,99.0,New Customers
44721,C7972052,22,1,109,500.0,500.0,Other
44722,C7972056,26,1,125,250.0,250.0,Other
44723,C7973083,24,1,358,950.0,950.0,Big Spenders
44724,C7974231,31,1,267,999.0,999.0,Big Spenders
44725,C7974490,30,1,135,100.0,100.0,Other
44726,C7976344,30,1,130,255.0,255.0,Other
44727,C7976548,25,1,96,20.0,20.0,New Customers
44728,C7977155,29,1,53,137.0,137.0,New Customers
44729,C7977640,28,1,101,12.0,12.0,New Customers
44730,C7978564,24,1,135,200.0,200.0,Other
44731,C7978987,24,1,108,11.0,11.0,New Customers
44732,C7979147,26,1,134,1.0,1.0,Other
44733,C7979528,25,1,146,108.0,108.0,Hibernating Customers
44734,C7979536,27,1,359,940.0,940.0,Big Spenders
44735,C7979654,24,1,24,61.18,61.18,New Customers
44736,C7980715,22,1,140,373.56,373.56,Big Spenders
44737,C7980880,25,1,110,120.0,120.0,New Customers
44738,C7981982,31,1,127,250.0,250.0,Other
44739,C7982838,42,1,85,1000.0,1000.0,Other
44740,C7984542,24,1,127,275.0,275.0,Other
44741,C7984778,27,1,137,540.0,540.0,Other
44742,C7985688,26,1,141,30.0,30.0,Hibernating Customers
44743,C7986154,31,1,53,290.97,290.97,Other
44744,C7986669,24,1,132,200.0,200.0,Other
44745,C7987085,30,1,135,59.0,59.0,Other
44746,C7988221,23,1,109,575.0,575.0,Other
44747,C7988885,31,1,129,734.0,734.0,Other
44748,C7989315,23,1,123,760.0,760.0,Other
44749,C7989966,39,1,126,414.78,414.78,Other
44750,C7990385,27,1,237,22.0,22.0,Hibernating Customers
44751,C7990860,29,1,108,500.0,500.0,Other
44752,C7992122,35,1,139,50.0,50.0,Other
44753,C7992460,26,1,327,220.0,220.0,Hibernating Customers
44754,C7993319,27,1,327,91.0,91.0,Hibernating Customers
44755,C7994221,31,1,115,175.0,175.0,Other
44756,C7994327,37,1,177,406.8,406.8,Big Spenders
44757,C7994718,27,1,97,270.0,270.0,Other
44758,C7994835,31,1,268,278.0,278.0,Hibernating Customers
44759,C7995327,24,1,110,48.0,48.0,New Customers
44760,C7996212,25,1,115,116.85,116.85,New Customers
44761,C7996260,27,1,327,95.0,95.0,Hibernating Customers
44762,C7996280,30,1,115,606.9,606.9,Other
44763,C7996592,31,1,125,46.0,46.0,New Customers
44764,C7996766,25,1,298,168.0,168.0,Hibernating Customers
44765,C7997712,26,1,101,255.0,255.0,Other
44766,C7997888,33,1,108,60.0,60.0,New Customers
44767,C7998280,41,1,130,481.0,481.0,Other
44768,C7998854,37,1,267,150.0,150.0,Hibernating Customers
44769,C7999521,30,1,109,50.0,50.0,New Customers
44770,C7999889,35,1,146,11.0,11.0,Hibernating Customers
44771,C8010017,28,1,132,279.0,279.0,Other
44772,C8010083,22,1,207,31.0,31.0,Hibernating Customers
44773,C8010147,28,1,108,50.0,50.0,New Customers
44774,C8010165,27,1,145,150.0,150.0,Hibernating Customers
44775,C8010268,26,1,141,425.0,425.0,Big Spenders
44776,C8010319,34,1,110,100.0,100.0,New Customers
44777,C8010320,40,1,237,200.0,200.0,Hibernating Customers
44778,C8010363,35,1,126,440.0,440.0,Other
44779,C8010368,21,1,135,50.0,50.0,Other
44780,C8010381,32,1,267,75.0,75.0,Hibernating Customers
44781,C8010386,25,1,132,8.0,8.0,Other
44782,C8010388,30,1,139,310.0,310.0,Other
44783,C8010411,24,1,24,35.0,35.0,New Customers
44784,C8010456,32,1,177,561.0,561.0,Big Spenders
44785,C8010532,22,2,137,85.0,170.0,Other
44786,C8010559,34,1,115,360.0,360.0,Other
44787,C8010614,26,1,146,655.0,655.0,Big Spenders
44788,C8010633,28,1,327,97.0,97.0,Hibernating Customers
44789,C8010683,26,1,130,712.0,712.0,Other
44790,C8010770,25,1,54,309.0,309.0,Other
44791,C8010827,32,1,177,214.81,214.81,Hibernating Customers
44792,C8010839,22,1,135,147.0,147.0,Other
44793,C8010861,25,1,131,59.0,59.0,Other
44794,C8010891,25,1,125,470.0,470.0,Other
44795,C8011047,23,1,141,144.95,144.95,Hibernating Customers
44796,C8011146,24,1,146,360.0,360.0,Big Spenders
44797,C8011181,31,1,328,56.05,56.05,Hibernating Customers
44798,C8011216,24,1,132,278.0,278.0,Other
44799,C8011221,37,1,135,500.0,500.0,Other
44800,C8011231,40,1,327,458.0,458.0,Big Spenders
44801,C8011233,26,1,84,386.0,386.0,Other
44802,C8011255,39,1,135,312.65,312.65,Other
44803,C8011318,26,1,207,297.0,297.0,Hibernating Customers
44804,C8011357,27,1,109,125.46,125.46,New Customers
44805,C8011381,26,1,126,500.0,500.0,Other
44806,C8011542,27,1,124,108.0,108.0,New Customers
44807,C8011566,36,1,130,88.0,88.0,Other
44808,C8011644,26,1,299,277.0,277.0,Hibernating Customers
44809,C8011671,24,1,207,50.0,50.0,Hibernating Customers
44810,C8011722,22,1,267,470.0,470.0,Big Spenders
44811,C8011740,25,1,267,20.0,20.0,Hibernating Customers
44812,C8011816,39,1,238,865.63,865.63,Big Spenders
44813,C8011850,24,1,176,100.0,100.0,Hibernating Customers
44814,C8011960,25,1,124,101.15,101.15,New Customers
44815,C8012014,27,1,358,100.0,100.0,Hibernating Customers
44816,C8012217,25,1,139,102.0,102.0,Other
44817,C8012382,29,1,130,390.0,390.0,Other
44818,C8012440,24,1,327,803.8,803.8,Big Spenders
44819,C8012485,33,1,328,185.0,185.0,Hibernating Customers
44820,C8012555,30,1,96,500.0,500.0,Other
44821,C8012563,32,1,115,444.0,444.0,Other
44822,C8012567,33,1,177,318.0,318.0,Big Spenders
44823,C8012576,28,1,123,36.0,36.0,New Customers
44824,C8012582,27,1,114,23.0,23.0,New Customers
44825,C8012639,25,1,267,300.0,300.0,Big Spenders
44826,C8012781,32,1,132,49.0,49.0,Other
44827,C8012887,30,1,267,290.0,290.0,Hibernating Customers
44828,C8012961,21,1,141,150.0,150.0,Hibernating Customers
44829,C8012967,28,1,268,930.0,930.0,Big Spenders
44830,C8013070,26,1,84,742.0,742.0,Other
44831,C8013121,24,1,123,210.0,210.0,Other
44832,C8013128,34,1,359,174.0,174.0,Hibernating Customers
44833,C8013139,32,1,100,320.0,320.0,Other
44834,C8013152,40,1,85,499.0,499.0,Other
44835,C8013166,28,1,141,335.0,335.0,Big Spenders
44836,C8013222,31,1,114,100.0,100.0,New Customers
44837,C8013241,26,1,132,144.0,144.0,Other
44838,C8013359,31,1,96,916.31,916.31,Other
44839,C8013383,31,1,328,610.0,610.0,Big Spenders
44840,C8013427,31,1,140,700.0,700.0,Big Spenders
44841,C8013628,29,1,124,104.0,104.0,New Customers
44842,C8013770,24,1,327,299.0,299.0,Big Spenders
44843,C8013814,25,1,126,420.0,420.0,Other
44844,C8013829,24,1,128,481.0,481.0,Other
44845,C8013924,31,1,131,98.0,98.0,Other
44846,C8013986,25,1,359,756.0,756.0,Big Spenders
44847,C8014020,28,1,267,505.0,505.0,Big Spenders
44848,C8014161,31,1,129,95.0,95.0,Other
44849,C8014164,34,1,299,998.0,998.0,Big Spenders
44850,C8014189,30,1,206,1000.0,1000.0,Big Spenders
44851,C8014227,30,1,109,115.0,115.0,New Customers
44852,C8014240,40,1,140,230.0,230.0,Hibernating Customers
44853,C8014318,30,1,206,324.0,324.0,Big Spenders
44854,C8014370,25,1,207,500.0,500.0,Big Spenders
44855,C8014417,31,1,268,781.0,781.0,Big Spenders
44856,C8014468,23,1,177,131.0,131.0,Hibernating Customers
44857,C8014624,28,1,115,30.0,30.0,New Customers
44858,C8014647,32,1,141,963.4,963.4,Big Spenders
44859,C8014690,29,1,177,715.0,715.0,Big Spenders
44860,C8014742,39,1,358,50.0,50.0,Hibernating Customers
44861,C8014759,26,1,139,226.0,226.0,Other
44862,C8014833,29,1,238,48.0,48.0,Hibernating Customers
44863,C8014873,28,2,358,789.0,1578.0,Other
44864,C8014924,29,1,128,502.0,502.0,Other
44865,C8014927,23,1,96,30.0,30.0,New Customers
44866,C8015012,25,1,299,453.45,453.45,Big Spenders
44867,C8015031,27,1,127,343.0,343.0,Other
44868,C8015090,27,1,114,40.0,40.0,New Customers
44869,C8015126,21,1,24,444.0,444.0,Other
44870,C8015128,37,1,139,1000.0,1000.0,Other
44871,C8015183,25,1,267,259.0,259.0,Hibernating Customers
44872,C8015278,22,1,139,80.0,80.0,Other
44873,C8015321,27,1,105,40.0,40.0,New Customers
44874,C8015350,21,1,125,113.52,113.52,New Customers
44875,C8015412,25,1,299,53.0,53.0,Hibernating Customers
44876,C8015449,23,1,136,30.0,30.0,Other
44877,C8015516,25,1,177,100.0,100.0,Hibernating Customers
44878,C8015560,20,1,98,10.0,10.0,New Customers
44879,C8015636,25,1,123,220.0,220.0,Other
44880,C8015645,30,1,127,300.0,300.0,Other
44881,C8015757,31,1,23,700.0,700.0,Other
44882,C8015782,21,1,135,245.0,245.0,Other
44883,C8015816,34,1,105,522.6,522.6,Other
44884,C8015828,33,1,109,320.0,320.0,Other
44885,C8015920,27,1,146,55.0,55.0,Hibernating Customers
44886,C8015950,33,1,237,246.0,246.0,Hibernating Customers
44887,C8015965,29,1,134,200.0,200.0,Other
44888,C8016029,21,1,137,204.0,204.0,Other
44889,C8016030,27,1,139,100.0,100.0,Other
44890,C8016035,24,1,299,689.0,689.0,Big Spenders
44891,C8016117,31,1,206,549.0,549.0,Big Spenders
44892,C8016221,28,1,238,110.0,110.0,Hibernating Customers
44893,C8016225,24,1,206,650.0,650.0,Big Spenders
44894,C8016273,27,1,145,336.8,336.8,Big Spenders
44895,C8016318,27,1,327,196.0,196.0,Hibernating Customers
44896,C8016325,32,1,129,150.0,150.0,Other
44897,C8016333,31,1,327,350.0,350.0,Big Spenders
44898,C8016347,26,1,135,9.0,9.0,Other
44899,C8016444,26,1,128,50.0,50.0,New Customers
44900,C8016542,26,1,133,500.0,500.0,Other
44901,C8016555,35,1,146,543.0,543.0,Big Spenders
44902,C8016559,24,1,108,25.0,25.0,New Customers
44903,C8016612,24,1,238,396.0,396.0,Big Spenders
44904,C8016719,29,1,24,33.0,33.0,New Customers
44905,C8016778,22,1,123,100.0,100.0,New Customers
44906,C8016840,29,1,53,284.0,284.0,Other
44907,C8016841,32,1,237,54.0,54.0,Hibernating Customers
44908,C8016860,32,1,327,79.0,79.0,Hibernating Customers
44909,C8016887,29,1,139,118.51,118.51,Other
44910,C8016947,33,1,125,185.0,185.0,Other
44911,C8016953,26,1,139,417.0,417.0,Other
44912,C8016975,25,1,141,101.15,101.15,Hibernating Customers
44913,C8017029,37,1,127,209.0,209.0,Other
44914,C8017052,28,1,123,775.0,775.0,Other
44915,C8017141,22,1,97,67.0,67.0,New Customers
44916,C8017276,40,1,358,599.0,599.0,Big Spenders
44917,C8017332,21,1,133,208.0,208.0,Other
44918,C8017385,23,1,23,185.05,185.05,Other
44919,C8017421,32,1,238,544.15,544.15,Big Spenders
44920,C8017452,24,1,115,130.0,130.0,New Customers
44921,C8017522,24,1,129,135.0,135.0,Other
44922,C8017744,28,1,23,328.0,328.0,Other
44923,C8017748,28,1,145,366.0,366.0,Big Spenders
44924,C8017749,26,1,133,42.0,42.0,Other
44925,C8017763,22,1,298,17.0,17.0,Hibernating Customers
44926,C8017821,42,1,84,154.0,154.0,New Customers
44927,C8017837,31,1,130,450.0,450.0,Other
44928,C8017850,26,1,237,680.0,680.0,Big Spenders
44929,C8017852,30,1,237,360.0,360.0,Big Spenders
44930,C8017885,36,1,141,961.0,961.0,Big Spenders
44931,C8018016,20,1,145,918.0,918.0,Big Spenders
44932,C8018065,36,1,134,266.2,266.2,Other
44933,C8018140,28,1,267,150.0,150.0,Hibernating Customers
44934,C8018143,30,1,114,200.0,200.0,Other
44935,C8018145,27,1,139,1000.0,1000.0,Other
44936,C8018353,32,1,115,327.0,327.0,Other
44937,C8018416,29,1,115,200.0,200.0,Other
44938,C8018578,36,1,134,200.0,200.0,Other
44939,C8018614,34,1,23,222.0,222.0,Other
44940,C8018657,35,1,207,1000.0,1000.0,Big Spenders
44941,C8018665,24,1,176,60.0,60.0,Hibernating Customers
44942,C8018713,26,1,124,27.0,27.0,New Customers
44943,C8018811,35,1,135,133.0,133.0,Other
44944,C8018848,35,1,141,133.0,133.0,Hibernating Customers
44945,C8018942,25,1,126,530.0,530.0,Other
44946,C8018974,26,1,139,223.0,223.0,Other
44947,C8019054,34,1,85,995.0,995.0,Other
44948,C8019118,25,1,131,135.0,135.0,Other
44949,C8019126,24,1,135,50.0,50.0,Other
44950,C8019179,26,1,237,20.0,20.0,Hibernating Customers
44951,C8019241,41,1,176,214.0,214.0,Hibernating Customers
44952,C8019249,36,1,298,1000.0,1000.0,Big Spenders
44953,C8019254,34,1,54,100.0,100.0,New Customers
44954,C8019269,23,1,136,1000.0,1000.0,Other
44955,C8019284,25,1,109,987.0,987.0,Other
44956,C8019339,27,1,85,26.0,26.0,New Customers
44957,C8019358,27,1,268,500.0,500.0,Big Spenders
44958,C8019365,25,1,299,671.5,671.5,Big Spenders
44959,C8019418,24,1,268,147.0,147.0,Hibernating Customers
44960,C8019558,40,1,54,810.0,810.0,Other
44961,C8019627,28,1,358,500.0,500.0,Big Spenders
44962,C8019648,24,1,109,28.0,28.0,New Customers
44963,C8019659,26,1,267,200.0,200.0,Hibernating Customers
44964,C8019673,27,1,24,210.0,210.0,Other
44965,C8019679,24,1,298,908.63,908.63,Big Spenders
44966,C8019756,24,1,137,615.92,615.92,Other
44967,C8019985,31,1,238,120.0,120.0,Hibernating Customers
44968,C8020047,37,1,98,285.0,285.0,Other
44969,C8020153,28,1,177,50.0,50.0,Hibernating Customers
44970,C8020251,24,1,141,844.48,844.48,Big Spenders
44971,C8020342,36,1,141,316.56,316.56,Big Spenders
44972,C8020374,35,1,115,100.0,100.0,New Customers
44973,C8020416,26,1,177,20.0,20.0,Hibernating Customers
44974,C8020465,38,1,124,322.95,322.95,Other
44975,C8020491,23,1,176,100.0,100.0,Hibernating Customers
44976,C8020587,24,1,328,230.0,230.0,Hibernating Customers
44977,C8020728,28,1,136,629.06,629.06,Other
44978,C8020761,30,1,267,60.0,60.0,Hibernating Customers
44979,C8020775,42,1,145,498.0,498.0,Big Spenders
44980,C8020826,32,1,359,1000.0,1000.0,Big Spenders
44981,C8020926,32,1,137,360.0,360.0,Other
44982,C8020936,38,1,207,240.0,240.0,Hibernating Customers
44983,C8021016,28,1,359,299.0,299.0,Big Spenders
44984,C8021049,35,1,328,120.0,120.0,Hibernating Customers
44985,C8021085,27,1,176,207.8,207.8,Hibernating Customers
44986,C8021268,23,1,298,413.0,413.0,Big Spenders
44987,C8021285,27,1,108,220.0,220.0,Other
44988,C8021353,23,1,328,50.0,50.0,Hibernating Customers
44989,C8021456,37,1,115,200.0,200.0,Other
44990,C8021527,37,1,238,406.0,406.0,Big Spenders
44991,C8021575,36,1,267,250.0,250.0,Hibernating Customers
44992,C8021641,24,1,54,100.0,100.0,New Customers
44993,C8021741,26,1,132,480.0,480.0,Other
44994,C8021780,21,1,123,200.0,200.0,Other
44995,C8021921,23,1,105,568.0,568.0,Other
44996,C8021968,32,1,140,480.0,480.0,Big Spenders
44997,C8022023,24,1,135,700.0,700.0,Other
44998,C8022144,31,1,131,200.0,200.0,Other
44999,C8022162,26,1,141,881.0,881.0,Big Spenders
45000,C8022221,24,1,98,30.0,30.0,New Customers
45001,C8022223,24,1,176,50.0,50.0,Hibernating Customers
45002,C8022339,41,1,53,25.0,25.0,New Customers
45003,C8022367,26,1,115,600.0,600.0,Other
45004,C8022425,34,2,133,475.0,950.0,Other
45005,C8022481,25,1,328,175.0,175.0,Hibernating Customers
45006,C8022492,40,1,24,779.0,779.0,Other
45007,C8022541,24,1,85,400.0,400.0,Other
45008,C8022652,28,1,128,718.0,718.0,Other
45009,C8022781,29,1,139,198.0,198.0,Other
45010,C8022958,39,1,139,640.0,640.0,Other
45011,C8022971,37,1,115,559.43,559.43,Other
45012,C8022982,26,1,138,50.0,50.0,Other
45013,C8023067,29,1,23,1000.0,1000.0,Other
45014,C8023082,28,1,327,34.0,34.0,Hibernating Customers
45015,C8023142,24,1,327,20.0,20.0,Hibernating Customers
45016,C8023360,31,1,328,200.0,200.0,Hibernating Customers
45017,C8023378,25,1,136,152.0,152.0,Other
45018,C8023434,26,1,108,80.0,80.0,New Customers
45019,C8023452,30,1,207,100.0,100.0,Hibernating Customers
45020,C8023512,28,1,105,585.0,585.0,Other
45021,C8023543,34,1,298,899.0,899.0,Big Spenders
45022,C8023544,25,1,145,260.0,260.0,Hibernating Customers
45023,C8023617,27,1,100,350.0,350.0,Other
45024,C8023624,28,1,131,1000.0,1000.0,Other
45025,C8023659,23,1,238,606.9,606.9,Big Spenders
45026,C8023761,29,1,177,364.0,364.0,Big Spenders
45027,C8023843,31,1,358,694.84,694.84,Big Spenders
45028,C8023868,28,1,358,120.0,120.0,Hibernating Customers
45029,C8023876,29,1,134,492.0,492.0,Other
45030,C8023928,23,1,327,249.0,249.0,Hibernating Customers
45031,C8023983,26,1,23,100.0,100.0,New Customers
45032,C8024015,33,1,207,500.0,500.0,Big Spenders
45033,C8024118,23,1,138,1.0,1.0,Other
45034,C8024239,23,1,358,201.0,201.0,Hibernating Customers
45035,C8024326,34,1,134,198.0,198.0,Other
45036,C8024334,28,1,135,715.72,715.72,Other
45037,C8024339,26,1,126,380.0,380.0,Other
45038,C8024376,26,1,126,720.0,720.0,Other
45039,C8024447,30,1,115,50.0,50.0,New Customers
45040,C8024480,24,1,146,18.0,18.0,Hibernating Customers
45041,C8024626,29,1,268,29.0,29.0,Hibernating Customers
45042,C8024631,42,1,125,100.0,100.0,New Customers
45043,C8024656,27,1,84,100.0,100.0,New Customers
45044,C8024671,27,1,237,100.0,100.0,Hibernating Customers
45045,C8024722,29,1,268,50.0,50.0,Hibernating Customers
45046,C8024740,30,1,97,147.0,147.0,New Customers
45047,C8024823,25,1,123,50.0,50.0,New Customers
45048,C8024829,24,1,299,20.0,20.0,Hibernating Customers
45049,C8024879,22,1,127,300.0,300.0,Other
45050,C8024880,34,1,177,170.0,170.0,Hibernating Customers
45051,C8025031,33,1,138,1.0,1.0,Other
45052,C8025046,28,1,24,48.27,48.27,New Customers
45053,C8025139,27,1,141,670.0,670.0,Big Spenders
45054,C8025152,27,1,138,100.0,100.0,Other
45055,C8025221,24,1,267,78.0,78.0,Hibernating Customers
45056,C8025232,26,1,327,490.0,490.0,Big Spenders
45057,C8025366,24,1,53,1000.0,1000.0,Other
45058,C8025368,34,1,131,480.0,480.0,Other
45059,C8025376,34,1,176,150.0,150.0,Hibernating Customers
45060,C8025474,29,1,105,500.0,500.0,Other
45061,C8025475,27,1,24,150.0,150.0,New Customers
45062,C8025567,28,1,359,500.0,500.0,Big Spenders
45063,C8025629,27,1,123,200.0,200.0,Other
45064,C8025745,34,1,137,119.0,119.0,Other
45065,C8025873,21,1,129,30.0,30.0,Other
45066,C8025879,28,1,237,104.0,104.0,Hibernating Customers
45067,C8025928,35,1,129,250.0,250.0,Other
45068,C8026062,25,1,24,296.0,296.0,Other
45069,C8026169,27,1,133,20.0,20.0,Other
45070,C8026251,24,1,299,527.0,527.0,Big Spenders
45071,C8026262,33,1,299,27.0,27.0,Hibernating Customers
45072,C8026272,24,1,327,28.86,28.86,Hibernating Customers
45073,C8026360,28,1,53,76.0,76.0,New Customers
45074,C8026537,40,1,93,785.0,785.0,Other
45075,C8026624,29,1,131,600.0,600.0,Other
45076,C8026741,37,1,145,570.0,570.0,Big Spenders
45077,C8026761,37,1,237,200.0,200.0,Hibernating Customers
45078,C8026830,25,1,127,150.0,150.0,New Customers
45079,C8026833,27,1,134,226.0,226.0,Other
45080,C8027083,26,1,114,268.0,268.0,Other
45081,C8027115,34,1,237,90.0,90.0,Hibernating Customers
45082,C8027175,20,1,133,200.0,200.0,Other
45083,C8027246,24,1,299,178.0,178.0,Hibernating Customers
45084,C8027251,28,1,129,1000.0,1000.0,Other
45085,C8027254,40,1,268,27.0,27.0,Hibernating Customers
45086,C8027335,34,1,130,220.0,220.0,Other
45087,C8027411,27,1,105,571.0,571.0,Other
45088,C8027416,34,1,359,200.0,200.0,Hibernating Customers
45089,C8027463,26,1,53,40.0,40.0,New Customers
45090,C8027475,25,1,85,100.0,100.0,New Customers
45091,C8027632,33,1,207,113.68,113.68,Hibernating Customers
45092,C8027655,26,1,97,100.0,100.0,New Customers
45093,C8027685,27,1,128,38.0,38.0,New Customers
45094,C8027714,28,1,123,20.0,20.0,New Customers
45095,C8027784,39,1,136,200.0,200.0,Other
45096,C8027816,23,1,206,300.0,300.0,Big Spenders
45097,C8027838,27,1,358,240.0,240.0,Hibernating Customers
45098,C8027938,26,1,146,606.9,606.9,Big Spenders
45099,C8028056,25,1,23,1000.0,1000.0,Other
45100,C8028067,23,1,176,123.0,123.0,Hibernating Customers
45101,C8028086,24,1,123,299.0,299.0,Other
45102,C8028137,27,2,127,155.0,310.0,Other
45103,C8028260,32,1,85,398.0,398.0,Other
45104,C8028378,31,1,298,210.0,210.0,Hibernating Customers
45105,C8028455,39,1,128,50.0,50.0,New Customers
45106,C8028542,19,1,97,35.0,35.0,New Customers
45107,C8028546,30,1,115,500.0,500.0,Other
45108,C8028672,25,1,327,1000.0,1000.0,Big Spenders
45109,C8028674,33,1,140,100.0,100.0,Hibernating Customers
45110,C8028682,35,1,328,170.0,170.0,Hibernating Customers
45111,C8028787,34,1,108,100.0,100.0,New Customers
45112,C8028844,28,1,137,497.0,497.0,Other
45113,C8028931,32,1,126,704.0,704.0,Other
45114,C8028948,33,1,115,1.0,1.0,New Customers
45115,C8029014,28,1,137,110.45,110.45,Other
45116,C8029122,32,1,85,450.0,450.0,Other
45117,C8029134,28,1,328,1000.0,1000.0,Big Spenders
45118,C8029240,23,1,115,400.0,400.0,Other
45119,C8029266,33,1,238,99.0,99.0,Hibernating Customers
45120,C8029348,25,1,114,69.0,69.0,New Customers
45121,C8029433,30,1,132,341.0,341.0,Other
45122,C8029438,29,1,53,796.17,796.17,Other
45123,C8029459,27,1,101,20.0,20.0,New Customers
45124,C8029472,33,1,115,685.0,685.0,Other
45125,C8029477,28,1,110,20.0,20.0,New Customers
45126,C8029487,24,1,85,532.0,532.0,Other
45127,C8029543,29,1,139,305.0,305.0,Other
45128,C8029564,33,1,108,245.0,245.0,Other
45129,C8029622,29,1,114,404.1,404.1,Other
45130,C8029645,23,1,109,540.0,540.0,Other
45131,C8029757,27,1,299,885.0,885.0,Big Spenders
45132,C8029769,30,1,359,5.15,5.15,Hibernating Customers
45133,C8029789,32,1,125,500.0,500.0,Other
45134,C8029837,25,1,23,200.0,200.0,Other
45135,C8030029,24,1,268,400.0,400.0,Big Spenders
45136,C8030047,28,1,97,3.08,3.08,New Customers
45137,C8030092,31,1,134,147.0,147.0,Other
45138,C8030136,28,1,24,296.52,296.52,Other
45139,C8030176,30,1,146,508.63,508.63,Big Spenders
